,count,keyword
ataques,2,True
aviv,1,True
benjamin,1,True
cessar,2,True
conflito,10,True
crianças,2,True
escalada,1,True
fogo,2,True
foguetes,1,True
força,1,True
gaza,10,True
grupo,6,True
hamas,15,True
israel,34,True
israelense,10,True
israelenses,10,True
jerusalém,10,True
lados,2,True
ministro,1,True
netanyahu,3,True
palestino,3,True
palestinos,16,True
paz,7,True
pessoas,1,True
policiais,2,True
violência,3,True
vitória,1,True
